1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90
Transaction Id,Group Id,Loan Id,Prospectus Loan Id,Original Note Amount,Original Term Of Loan,Original Amortization Term,Original Note Rate,Original Payment Rate,First Loan Payment Due Date,Grace Days Allowed,Interest Only (Y/N),Balloon  (Y/N),Interest Rate Type,Interest Accrual Method,Interest in Arrears,Payment Type Code,Prepayment Lock-out End Date,Yield Maintenance End Date,Prepayment Premium  End Date,Prepayment Terms Description,ARM Index Code,First Rate Adjustment Date,First Payment Adjustment Date,ARM Margin,Lifetime Rate Cap,Lifetime Rate Floor,Periodic Rate Increase Limit,Periodic Rate Decrease Limit,Periodic Pay Adjustment Max-%,Periodic Pay Adjustment Max-$,Payment Frequency,Rate Reset Frequency,Pay Reset Frequency,Rounding Code,Rounding Increment,Index Look Back in Days,Negative Amortization Allowed (Y/N),Max Neg Allowed (% of Orig Bal),Maximum Negate Allowed ($),Remaining Term At Contribution,Remaining Amort Term At Contribution,Maturity Date At Contribution,Scheduled Principal Balance At Contribution,Note Rate At Contribution,Servicer and Trustee Fee Rate,Fee Rate / Strip Rate 1,Fee Rate / Strip Rate 2,Fee Rate / Strip Rate 3,Fee Rate / Strip Rate 4,Fee Rate / Strip Rate 5,Net Rate At Contribution,Periodic P&I Payment At Contribution,# of Properties at Contribution,Property Name,Property Address,Property City,Property State,Property Zip Code,Property County,Property Type Code,Net Rentable Square Feet At Contribution,# of Units/Beds/Rooms At Contribution,Year Built,NOI At Contribution,DSCR (NOI) At Contribution,Appraisal Value At Contribution,Appraisal Date At Contribution,Physical Occupancy At Contribution,Revenue At Contribution,Operating Expenses At Contribution,Contribution Financials As Of Date,Recourse (Y/N),EMPTY FIELD,Cross-Collateralized Loan Grouping,Collection Of Escrows (Y/N),Collection of Other Reserves (Y/N),Lien Position At Contribution,Hyper Amortizing Begin Date,Defeasance Option Start Date,EMPTY FIELD,Last Setup Change Date,NCF At Contribution,DSCR (NCF) at Contribution,DSCR Indicator at Contribution,Loan Contributor to Securitization,Credit Tenant Lease,Financial Information Submission Penalties,Additional Financing Indicator,Loan Structure Code
MSBAM15C26,,304971029,29,10500000,120,360,0.0469,0.0469,20151001,7,N,Y,1,3,Y,2,20171130,,,LO(26);DEF(91);O(3),,,,,,,,,,,1,,,,,,N,,,118,358,20250901,10474601.22,0.0469,0.000161,,,,,0.000005,0.046734,54393.88,1,"Home2 Suites Greensboro, NC",7801 National Service Road,Greensboro,NC,27409,Guilford,LO,,95,2014,1178756,,15900000,20150615,0.75,2538314,1359558,,N,,,Y,Y,1,,20171201,,20151112,1077223,,,CIBC,,,0,WL
MSBAM15C26,,695100583,30,10400000,120,360,0.04515,0.04515,20151106,0,Y,Y,1,3,Y,5,20171205,20250505,,LO(25);DEF/YM1(89);O(6),,,20181106,,,,,,,,1,,,,,,N,,,119,360,20251006,10400000,0.04515,0.000161,,,,,0.000005,0.044984,39130,1,Plaza Vista,629 N Highway 90 Bypass,Sierra Vista,AZ,85635,Cochise,RT,227110,,1988,1209627.81,,14000000,20150807,0.96,1612024.24,402396.43,,N,,,Y,Y,1,,20171206,,20151112,1064277.41,,,SMF III,,,0,WL
MSBAM15C26,,304971031,31,9500000,120,360,0.0463,0.0463,20151101,7,Y,Y,1,3,Y,5,20171130,,,LO(25);DEF(93);O(2),,,20171101,,,,,,,,1,,,,,,N,,,119,360,20251001,9500000,0.0463,0.000161,,,,,0.000005,0.046134,36654.17,1,Meadows Mobile Home Park,11602 Meadow Park Drive,Fredericksburg,VA,22407,Spotsylvania,MH,,208,1972,785531.98,,13440000,20150730,1,962683.49,177151.5,,N,,,Y,Y,1,,20171201,,20151112,775131.98,,,CIBC,,,0,WL
MSBAM15C26,,1544569,32,9400000,60,360,0.0493,0.0493,20151001,5,N,Y,1,3,Y,2,20171130,,,LO(26);DEF(30);O(4),,,,,,,,,,,1,,,,,,N,,,58,358,20200901,9378355.65,0.0493,0.000161,,,,,0.000005,0.049134,50059.86,1,El Paso Medical Office,1810 Murchison Drive,El Paso,TX,79902,El Paso,OF,53051,,1978,910396.27,,12600000,20150629,0.97,1484238.22,573841.95,,N,,,Y,Y,1,,20171201,,20151112,822862.12,,,MSMCH,,,0,WL
MSBAM15C26,,695100587,33,8600000,120,360,0.04578,0.04578,20151106,0,N,Y,1,3,Y,2,20171205,,,LO(25);DEF(91);O(4),,,,,,,,,,,1,,,,,,N,,,119,359,20251006,8589928.21,0.04578,0.000661,,,,,0.000005,0.045114,43974.42,3,ACL Industrial Portfolio,Various,Grand Prairie,TX,Various,Various,IN,255690,,,939482.38,,11710000,,0.89,1399733.38,460251,,N,,,Y,Y,1,,20171206,,20151112,824751.63,,,SMF III,,,0,WL
MSBAM15C26,,300801344,34,8482500,120,360,0.047,0.047,20151001,5,N,Y,1,3,Y,2,20171130,,,LO(26);DEF(90);O(4),,,,,,,,,,,1,,,,,,N,,,118,358,20250901,8462023.19,0.047,0.000161,,,,,0.000005,0.046834,43993.45,1,Bay Harbor Island Hotel,9660 East Bay Harbor Drive,Bay Harbor Islands,FL,33154,Miami-Dade,LO,,46,1946,982076,,11700000,20150713,0.75,2397797,1415721,,N,,,Y,Y,1,,20171201,,20151112,897213,,,BANA,,,0,WL
MSBAM15C26,,300801373,35,7360000,120,360,0.049,0.049,20151101,5,Y,Y,1,3,Y,5,20171130,,,LO(25);DEF(91);O(4),,,20201101,,,,,,,,1,,,,,,N,,,119,360,20251001,7360000,0.049,0.000161,,,,,0.000005,0.048834,30053.33,1,Sierra Apartments,2901 Haine Drive,Harlingen,TX,78550,Cameron,MF,,208,1985,860035,,9820000,20180807,0.9,1647654,787619,,N,,,Y,Y,1,,20171201,,20151112,808035,,,BANA,,,0,WL
MSBAM15C26,,300801350,36,7250000,120,360,0.04483,0.04483,20151001,5,Y,Y,1,3,Y,5,20171130,,,LO(26);DEF(90);O(4),,,20201001,,,,,,,,1,,,,,,N,,,118,360,20250901,7250000,0.04483,0.000461,,,,,0.000005,0.044364,27084.79,1,815 J Street,815 J Street,San Diego,CA,92101,San Diego,MU,15221,,1905,603696,,12100000,20150623,1,767309,163613,,N,,,Y,Y,1,,20171201,,20151112,575816,,,BANA,,,0,WL
MSBAM15C26,,300801361,37,7100000,120,360,0.04605,0.04605,20151101,5,N,Y,1,3,Y,2,20171130,,,LO(25);DEF(88);O(7),,,,,,,,,,,1,,,,,,N,,,119,359,20251001,7091735.49,0.04605,0.000161,,,,,0.000005,0.045884,36418.97,1,Your Space Self Storage Norwalk,16215 Pioneer Boulevard,Norwalk,CA,90650,Los Angeles,SS,104926,,2009,837288,,16050000,20150731,0.93,1341685,504397,,N,,,Y,Y,1,,20171201,,20151112,819688,,,BANA,,,0,WL
MSBAM15C26,,1545274,38,7090000,120,360,0.0434,0.0434,20150801,5,Y,Y,1,3,Y,5,20170630,20250330,,LO(23);YM1(93);O(4),,,20180801,,,,,,,,1,,,,,,N,,,116,360,20250701,7090000,0.0434,0.000161,,,,,0.000005,0.043234,25642.17,1,Tri Pointe Square Apartments,4049 Samuell Boulevard,Mesquite,TX,75149,Dallas,MF,,160,1981,753856.52,,11400000,20150608,0.97,1353037,599180.48,,N,,,Y,Y,1,,,,20151112,697463.52,,,MSMCH,,,0,WL
MSBAM15C26,,1545273,39,6845000,120,360,0.0434,0.0434,20150801,5,Y,Y,1,3,Y,5,20170630,20250330,,LO(23);YM1(93);O(4),,,20180801,,,,,,,,1,,,,,,N,,,116,360,20250701,6845000,0.0434,0.000161,,,,,0.000005,0.043234,24756.08,1,Park Place Apartments Texas,1505 Homedale Drive,Fort Worth,TX,76112,Tarrant,MF,,256,1980,750864.54,,12625000,20150609,0.99,1683597.44,932732.9,,N,,,Y,Y,1,,,,20151112,664419.12,,,MSMCH,,,0,WL
MSBAM15C26,,695100573,40,6750000,120,360,0.04742,0.04742,20151106,0,Y,Y,1,3,Y,5,20171205,,,LO(25);DEF(91);O(4),,,20171106,,,,,,,,1,,,,,,N,,,119,360,20251006,6750000,0.04742,0.000561,,,,,0.000005,0.046854,26673.75,1,Thorn Run Crossing,1132-1136 Thorn Run Road,Coraopolis,PA,15108,Allegheny,RT,49067,,1989,692084.49,,9200000,20150801,0.97,1037508.05,345423.56,,N,,,Y,Y,1,,20171206,,20151112,646452.18,,,SMF III,,,0,WL
MSBAM15C26,,300801356,41,6500000,120,360,0.0481,0.0481,20151001,5,Y,Y,1,3,Y,5,20171130,,,LO(26);DEF(87);O(7),,,20181001,,,,,,,,1,,,,,,N,,,118,360,20250901,6500000,0.0481,0.000161,,,,,0.000005,0.047934,26054.17,1,"Devon Self Storage - Baltimore, MD",3634 Falls Road,Baltimore,MD,21211,Baltimore,SS,64084,,1920; 1959,592899,,10000000,20150702,0.93,1040433,447534,,N,,,Y,Y,1,,20171201,,20151112,583286,,,BANA,,,0,WL
MSBAM15C26,,1545327,42,6500000,120,0,0.04355,0.04355,20150901,0,Y,Y,1,3,Y,3,20171130,,,LO(27);DEF(89);O(4),,,,,,,,,,,1,,,,,,N,,,117,0,20250801,6500000,0.04355,0.000161,,,,,0.000005,0.043384,23589.58,1,Park Place Apartments Georgia,10919 Colerain Road,Saint Mary's,GA,31558,Camden,MF,,200,1988,781183.86,,12550000,20150612,0.99,1727218.6,946034.74,,N,,,Y,Y,1,,20171201,,20151112,731183.86,,,MSMCH,,,0,WL
MSBAM15C26,,304971043,43,6500000,120,360,0.0483,0.0483,20151001,7,N,Y,1,3,Y,2,20171130,,,LO(26);DEF(91);O(3),,,,,,,,,,,1,,,,,,N,,,118,358,20250901,6484721.15,0.0483,0.000161,,,,,0.000005,0.048134,34221.21,1,Fairmount Seattle,1907 First Avenue,Seattle,WA,98101,King,MU,32957,,1914,598430,,13800000,20150806,0.94,967585,369155,,N,,,Y,Y,1,,20171201,,20151112,577654.61,,,CIBC,,,0,WL
MSBAM15C26,,695100586,44,6400000,60,360,0.0455,0.0455,20151106,0,Y,Y,1,3,Y,5,20171105,20200705,,LO(24);YM1(32);O(4),,,20171106,,,,,,,,1,,,,,,N,,,59,360,20201006,6400000,0.0455,0.000661,,,,,0.000005,0.044834,24266.67,1,Hollywood Medical Office Building,3700 Washington Street,Hollywood,FL,33021,Broward,OF,57815,,1975,717541,,11000000,20150811,0.8,1376645,659104,,N,,,Y,Y,1,,,,20151112,640926.15,,,SMF III,,,0,WL
MSBAM15C26,,1545270,45,6300000,120,360,0.0535,0.0535,20151001,5,N,Y,1,3,Y,2,20171130,,,LO(26);DEF(90);O(4),,,,,,,,,,,1,,,,,,N,,,118,358,20250901,6286718.45,0.0535,0.000161,,,,,0.000005,0.053334,35180.06,1,Best Western Plus International Speedway,2620 West International Speedway Boulevard,Daytona Beach,FL,32114,Volusia,LO,,151,1975,776376,,9300000,20150714,0.59,2555884,1779508,,N,,,Y,Y,1,,20171201,,20151112,674141,,,MSMCH,,,0,WL
MSBAM15C26,,300801365,46,6030000,120,360,0.0463,0.0463,20151101,5,Y,Y,1,3,Y,5,20171130,,,LO(25);DEF(91);O(4),,,20161101,,,,,,,,1,,,,,,N,,,119,360,20251001,6030000,0.0463,0.000161,,,,,0.000005,0.046134,23265.75,1,Northwest Crossing,2152-2158 West Northwest Highway,Dallas,TX,75220,Dallas,IN,126894,,1982,633027,,8100000,20150730,1,905770,272743,,N,,,Y,N,1,,20171201,,20151112,548477,,,BANA,,,0,WL
MSBAM15C26,,300801347,47,6000000,120,360,0.0462,0.0462,20151001,5,Y,Y,1,3,Y,5,20171130,,,LO(26);DEF(90);O(4),,,20171001,,,,,,,,1,,,,,,N,,,118,360,20250901,6000000,0.0462,0.000161,,,,,0.000005,0.046034,23100,1,Hannaford Supermarket,21 Timpany Boulevard,Gardner,MA,1440,Worcester,RT,42382,,1963,674716.13,,11600000,20150714,1,814690.95,139974.82,,N,,,Y,Y,1,,20171201,,20151112,658049.88,,,BANA,,,0,WL
MSBAM15C26,,1545463,48,6000000,120,300,0.0442,0.0442,20150901,5,N,Y,1,3,Y,2,20171130,,,LO(27);DEF(89);O(4),,,,,,,,,,,1,,,,,,N,,,117,297,20250801,5968420.43,0.0442,0.000161,,,,,0.000005,0.044034,33078.09,1,Southwest Plaza,4933 Grandin Road SW,Roanoke,VA,24018,Roanoke,RT,84184,,1998,732264.69,,8350000,20150630,0.95,1028661.14,296396.45,,N,,,Y,N,1,,20171201,,20151112,679080.16,,,MSMCH,,,0,WL
MSBAM15C26,,304971049,49,5300000,120,360,0.04845,0.04845,20151001,5,Y,Y,1,3,Y,5,20171130,,,LO(26);DEF(89);O(5),,,20201001,,,,,,,,1,,,,,,N,,,118,360,20250901,5300000,0.04845,0.000411,,,,,0.000005,0.048034,21398.75,1,The Ski.com Building,210 AABC Avenue,Aspen,CO,81611,Pitkin,OF,22860,,1971,540420.61,,9000000,20150630,1,670485.9,130065.29,,N,,,Y,N,1,,20171201,,20151112,510931.21,,,MSMCH,,,0,WL
MSBAM15C26,,300801343,50,5250000,120,360,0.044335,0.044335,20151001,5,Y,Y,1,3,Y,5,20171130,,,LO(26);DEF(90);O(4),,,20181001,,,,,,,,1,,,,,,N,,,118,360,20250901,5250000,0.044335,0.000161,,,,,0.000005,0.044169,19396.56,1,Storage Max,"132, 133 &137 Imperial Way",Nicholasville,KY,40356,Jessamine,SS,95696,,2000,485274.78,,7000000,20150715,0.93,685910.47,200635.69,,N,,,Y,Y,1,,20171201,,20151112,476353.78,,,BANA,,,0,WL
MSBAM15C26,,300801358,51,5100000,120,360,0.0469,0.0469,20151001,4,Y,Y,1,3,Y,5,20171130,20250530,,LO(26);YM1(90);O(4),,,20201001,,,,,,,,1,,,,,,N,,,118,360,20250901,5100000,0.0469,0.000161,,,,,0.000005,0.046734,19932.5,1,USSC Glendale,9304 North 43rd Avenue,Glendale,AZ,85302,Maricopa,SS,128900,,1987,563207,,8060000,20150803,0.76,765778,202571,,N,,,Y,Y,1,,,,20151112,543873,,,BANA,,,0,WL
MSBAM15C26,,304971052,52,5000000,120,360,0.04787,0.04787,20151206,0,N,Y,1,3,Y,2,20171205,,,LO(24);DEF(92);O(4),,,,,,,,,,,1,,,,,,N,,,120,360,20251106,5000000,0.04787,0.000611,,,,,0.000005,0.047254,26193.99,2,Battle Creek Multifamily Portfolio,Various,Battle Creek,MI,Various,Calhoun,MF,,288,,601266.38,,8200000,,0.93,1769609.14,1168342.76,,N,,,Y,Y,1,,20171206,,20151112,514866.38,,,SMF III,,,0,WL
MSBAM15C26,,300801364,53,4750000,120,360,0.04751,0.04751,20151101,5,Y,Y,1,3,Y,5,20171130,20250330,,LO(25);DEF/YM1(88);O(7),,,20201101,,,,,,,,1,,,,,,N,,,119,360,20251001,4750000,0.04751,0.000461,,,,,0.000005,0.047044,18806.04,1,20 N. Raymond,20 North Raymond Avenue,Pasadena,CA,91105,Los Angeles,MU,17426,,1920,537035,,9000000,20150723,0.91,772511,235476,,N,,,Y,Y,1,,20171201,,20151112,478242,,,BANA,,,0,WL
MSBAM15C26,,1544874,54,4600000,120,0,0.0496,0.0496,20151001,5,Y,Y,1,3,Y,3,20171130,,,LO(26);DEF(90);O(4),,,,,,,,,,,1,,,,,,N,,,118,0,20250901,4600000,0.0496,0.000161,,,,,0.000005,0.049434,19013.33,1,"Walgreens - Allentown, PA",1702 West Tilghman Street,Allentown,PA,18104,Lehigh,RT,15064,,2001,354535,,6950000,20150521,1,365500,10965,,N,,,N,N,1,,20171201,,20151112,350477.8,,,MSMCH,,,0,WL
MSBAM15C26,,300801352,55,4450000,120,0,0.04655,0.04655,20151001,5,Y,Y,1,3,Y,3,20171130,,,LO(26);DEF(89);O(5),,,,,,,,,,,1,,,,,,N,,,118,0,20250901,4450000,0.04655,0.000161,,,,,0.000005,0.046384,17262.29,1,"StorageOne - Henderson, NV",1294 Paseo Verde Parkway,Henderson,NV,89012,Clark,SS,86620,,2003,703699,,11700000,20150515,0.97,1029580,325881,,N,,,Y,N,1,,20171201,,20151112,690706,,,BANA,,,0,WL
MSBAM15C26,,300801351,56,4300000,120,360,0.05085,0.05085,20151001,5,Y,Y,1,3,Y,5,20171130,,,LO(26);DEF(90);O(4),,,20181001,,,,,,,,1,,,,,,N,,,118,360,20250901,4300000,0.05085,0.000161,,,,,0.000005,0.050684,18221.25,1,Contempo Spokane MHC,1205 East Lyons Avenue,Spokane,WA,99208,Spokane,MH,,220,1974,454802,,6600000,20150723,0.99,926144,471342,,N,,,Y,Y,1,,20171201,,20151112,449302,,,BANA,,,0,WL
MSBAM15C26,,695100580,57,4300000,120,360,0.04945,0.04945,20151106,0,Y,Y,1,3,Y,5,20171205,,,LO(25);DEF(91);O(4),,,20180506,,,,,,,,1,,,,,,N,,,119,360,20251006,4300000,0.04945,0.000161,,,,,0.000005,0.049284,17719.58,1,HT Commons,45 Plaza Drive,Tamaqua,PA,18252,Schuylkill,RT,45770,,2007,396099.29,,5900000,20150803,0.9,581630.32,185531.03,,N,,,Y,Y,1,,20171206,,20151112,366953.58,,,SMF III,,,0,WL
MSBAM15C26,,300801389,58,4100000,120,360,0.04904,0.04904,20151101,5,Y,Y,1,3,Y,5,20171130,,,LO(25);DEF(91);O(4),,,20171101,,,,,,,,1,,,,,,N,,,119,360,20301101,4100000,0.04904,0.000161,,,,,0.000005,0.048874,16755.33,1,Shopko Nampa,2100 Caldwell Boulevard,Nampa,ID,83651,Canyon,RT,90446,,1986,419399,,6300000,20150820,1,627828,208429,,N,,,N,N,1,,20171201,,20151112,379800,,,BANA,,,0,WL
MSBAM15C26,,300801355,59,4000000,120,0,0.04705,0.04705,20151001,5,Y,Y,1,3,Y,3,20171130,,,LO(26);DEF(89);O(5),,,,,,,,,,,1,,,,,,N,,,118,0,20250901,4000000,0.04705,0.000161,,,,,0.000005,0.046884,15683.33,1,"StorageOne - Las Vegas, NV",2101 Rock Springs Drive,Las Vegas,NV,89128,Clark,SS,80725,,1998,521495,,8040000,20150515,0.88,817155,295660,,N,,,Y,N,1,,20171201,,20151112,509210,,,BANA,,,0,WL
MSBAM15C26,,304971060,60,3585000,120,360,0.0468,0.0468,20150801,5,Y,Y,1,3,Y,5,20171130,,,LO(28);DEF(88);O(4),,,20200801,,,,,,,,1,,,,,,N,,,116,360,20250701,3585000,0.0468,0.000161,,,,,0.000005,0.046634,13981.5,1,"Walgreens - New Braunfels, TX",1210 N. Business IH-35,New Braunfels,TX,78130,Comal,RT,14820,,2005,300700,,6000000,20150522,1,310000,9300,,N,,,N,N,1,,20171201,,20151112,297736,,,MSMCH,,,0,WL
MSBAM15C26,,300801349,61,3500000,120,360,0.04299,0.04299,20151001,5,Y,Y,1,3,Y,5,20171130,,,LO(26);DEF(90);O(4),,,20181001,,,,,,,,1,,,,,,N,,,118,360,20250901,3500000,0.04299,0.000161,,,,,0.000005,0.042824,12538.75,1,First Bank Plaza,1 First Bank Plaza & 466 South Rand Road,Lake Zurich,IL,60047,Lake County,MU,52000,,1985,437773,,5100000,20150803,0.77,839352,401579,,N,,,Y,Y,1,,20171201,,20151112,373240,,,BANA,,,0,WL
MSBAM15C26,,300801354,62,3500000,120,360,0.0497,0.0497,20151001,5,Y,Y,1,3,Y,5,20171130,,,LO(26);DEF(90);O(4),,,20161001,,,,,,,,1,,,,,,N,,,118,360,20250901,3500000,0.0497,0.000161,,,,,0.000005,0.049534,14495.83,1,Churchill Apartments,132-162 & 1401-1409 North Grand Avenue,Fort Thomas and Newport,KY,41071,Campbell,MF,,64,1964; 1988,338115.9,,4700000,9/1/2015 & 11/1/2015,0.91,622570,284454.1,,N,,,Y,Y,1,,20171201,,20151112,312275.9,,,BANA,,,0,WL
MSBAM15C26,,300801357,63,3360000,120,360,0.0477,0.0477,20151001,5,N,Y,1,3,Y,2,20171130,,,LO(26);DEF(89);O(5),,,,,,,,,,,1,,,,,,N,,,118,358,20250901,3352004.14,0.0477,0.000161,,,,,0.000005,0.047534,17567.88,1,Olive Tree Plaza,25013 & 25021 Madison Avenue,Murrieta,CA,92562,Riverside,RT,16362,,2003,332272,,5080000,20150606,1,435615,103343,,N,,,Y,Y,1,,20171201,,20151112,311335,,,BANA,,,0,WL
MSBAM15C26,,300801371,64,3300000,120,360,0.04901,0.04901,20151101,5,Y,Y,1,3,Y,5,20171130,20250630,,LO(25);YM1(91);O(4),,,20171101,,,,,,,,1,,,,,,N,,,119,360,20251001,3300000,0.04901,0.000161,,,,,0.000005,0.048844,13477.75,1,"Devon Self Storage - Clinton, MI",33985 Harper Avenue,Clinton,MI,48035,Macomb,SS,63210,,2003,284276,,4475000,20150722,0.85,669081,384805,,N,,,Y,Y,1,,,,20151112,272268,,,BANA,,,0,WL
MSBAM15C26,,300801353,65,3281250,120,360,0.049,0.049,20151001,5,Y,Y,1,3,Y,5,20171130,,,LO(26);DEF(90);O(4),,,20171001,,,,,,,,1,,,,,,N,,,118,360,20250901,3281250,0.049,0.000161,,,,,0.000005,0.048834,13398.44,1,Streetside at Vinings,2355 Cumberland Parkway,Atlanta,GA,30039,Cobb,RT,15461,,2004,317320,,4375000,20150602,0.94,447736,130416,,N,,,Y,Y,1,,20171201,,20151112,301771,,,BANA,,,0,WL
MSBAM15C26,,300801368,66,3135000,120,360,0.04901,0.04901,20151101,5,Y,Y,1,3,Y,5,20171130,20250630,,LO(25);YM1(91);O(4),,,20181101,,,,,,,,1,,,,,,N,,,119,360,20251001,3135000,0.04901,0.000161,,,,,0.000005,0.048844,12803.86,1,"Devon Self Storage - Lansing, MI",708 East Grand River Avenue,Lansing,MI,48906,Washtenaw,SS,95518,,1950,280204,,4800000,20150723,0.84,709075,428871,,N,,,Y,Y,1,,,,20151112,258738,,,BANA,,,0,WL
MSBAM15C26,,304971067,67,2950000,120,360,0.0498,0.0498,20151101,7,N,Y,1,3,Y,2,20171031,20250630,,LO(24);YM1(92);O(4),,,,,,,,,,,1,,,,,,N,,,119,359,20251001,2946850.38,0.0498,0.000161,,,,,0.000005,0.049634,15800.2,1,Palmer Plaza,2925 South College Avenue,Fort Collins,CO,80525,Larimer,RT,24256,,1978,298705,,4200000,20150731,1,444212,145507,,N,,,Y,Y,1,,,,20151112,280513,,,CIBC,,,0,WL
MSBAM15C26,,300801369,68,1945000,120,360,0.04774,0.04774,20151101,5,Y,Y,1,3,Y,5,20171130,20250630,,LO(25);YM1(91);O(4),,,20181101,,,,,,,,1,,,,,,N,,,119,360,20251001,1945000,0.04774,0.000161,,,,,0.000005,0.047574,7737.86,1,"Devon Self Storage - Philadelphia, PA",1831 West Allegheny Avenue,Philadelphia,PA,19132,Philadelphia,SS,73464,,1981,172566,,3525000,20150729,0.68,714063,541497,,N,,,Y,Y,1,,,,20151112,161546,,,BANA,,,0,WL
MSBAM15C26,,300801362,69,1300000,120,360,0.05346,0.05346,20151101,5,N,Y,1,3,Y,2,20171130,20250630,,LO(25);YM1(91);O(4),,,,,,,,,,,1,,,,,,N,,,119,359,20251001,1298728.41,0.05346,0.000161,,,,,0.000005,0.053294,7256.14,1,Oak Cliff Storage,3724 Marvin D Love Freeway,Dallas,TX,75224,Dallas,SS,43260,,1984,156339,,2000000,20150526,0.84,265675,109336,,N,,,Y,Y,1,,,,20151112,149905,,,BANA,,,0,WL
