CGCMT17P8,308711008,8,8-001,20171117,,LARKSPUR LANDING SUNNYVALE,748 NORTH MATHILDA AVENUE,SUNNYVALE,CA,94085,,LO,2000,,,126,6,0.05901580,0.05901580,1877735.2165,N,,20170423,52100000,,,,,,,,,,,,,,,,,,,20170929,7774225,3291305,4482920,2.8931,52100000,20170423,0.8380,,,,,,,,,,,,,,,,20170929,,,,,,,,,4171951,2.6924,,,,,,,CMSA,,,,,,,N,,,,,,,,
CGCMT17P8,308711008,8,8-002,20171117,,LARKSPUR LANDING MILPITAS,40 RANCH DRIVE,MILPITAS,CA,95035,,LO,1998,,,124,6,0.04972730,0.04972730,1582198.367750,N,,20170423,43900000,,,,,,,,,,,,,,,,,,,20170929,6764027,2931309,3832718,2.9355,43900000,20170423,0.8570,,,,,,,,,,,,,,,,20170929,,,,,,,,,3562157,2.7282,,,,,,,CMSA,,,,,,,N,,,,,,,,
CGCMT17P8,308711008,8,8-003,20171117,,LARKSPUR LANDING CAMPBELL,550 WEST HAMILTON AVENUE,CAMPBELL,CA,95008,,LO,2000,,,117,6,0.04372380,0.04372380,1391182.0065,N,,20170423,38600000,,,,,,,,,,,,,,,,,,,20170929,6059570,2617761,3441809,2.9980,38600000,20170423,0.8430,,,,,,,,,,,,,,,,20170929,,,,,,,,,3199426,2.7869,,,,,,,CMSA,,,,,,,N,,,,,,,,
CGCMT17P8,308711008,8,8-004,20171117,,LARKSPUR LANDING SAN FRANCISCO,690 GATEWAY BOULEVARD,SOUTH SAN FRANCISCO,CA,94080,,LO,1999,,,111,6,0.03602120,0.03602120,1146104.5310,N,,20170423,31800000,,,,,,,,,,,,,,,,,,,20170929,5697514,3043029,2654485,2.8066,31800000,20170423,0.8490,,,,,,,,,,,,,,,,20170929,,,,,,,,,2426584,2.5657,,,,,,,CMSA,,,,,,,N,,,,,,,,
CGCMT17P8,308711008,8,8-005,20171117,,LARKSPUR LANDING PLEASANTON,5535 JOHNSON DRIVE,PLEASANTON,CA,94588,,LO,1997,,,124,6,0.03522830,0.03522830,1120876.435250,N,,20170423,31100000,,,,,,,,,,,,,,,,,,,20170929,5193353,2547258,2646095,2.8607,31100000,20170423,0.8290,,,,,,,,,,,,,,,,20170929,,,,,,,,,2438361,2.6361,,,,,,,CMSA,,,,,,,N,,,,,,,,
CGCMT17P8,308711008,8,8-006,20171117,,LARKSPUR LANDING BELLEVUE,15805 SOUTHEAST 37TH STREET,BELLEVUE,WA,98006,,LO,1998,,,126,6,0.03137690,0.03137690,998334.515750,N,,20170423,27700000,,,,,,,,,,,,,,,,,,,20170929,4692425,2331200,2361225,2.8661,27700000,20170423,0.7880,,,,,,,,,,,,,,,,20170929,,,,,,,,,2173528,2.6383,,,,,,,CMSA,,,,,,,N,,,,,,,,
CGCMT17P8,308711008,8,8-007,20171117,,LARKSPUR LANDING SACRAMENTO,555 HOWE AVENUE,SACRAMENTO,CA,95825,,LO,1998,,,124,6,0.02344770,0.02344770,746047.194750,N,,20170423,20700000,,,,,,,,,,,,,,,,,,,20170929,4214257,2228776,1985481,3.2250,20700000,20170423,0.83,,,,,,,,,,,,,,,,20170929,,,,,,,,,1816911,2.9512,,,,,,,CMSA,,,,,,,N,,,,,,,,
CGCMT17P8,308711008,8,8-008,20171117,,HAMPTON INN ANN ARBOR NORTH,2300 GREEN ROAD,ANN ARBOR,MI,48105,,LO,1988,2015,,129,6,0.02288140,0.02288140,728028.9445,N,,20170423,20200000,,,,,,,,,,,,,,,,,,,20170929,4826302,2797124,2029178,3.3776,20200000,20170423,0.7390,,,,,,,,,,,,,,,,20170929,,,,,,,,,1836126,3.0562,,,,,,,CMSA,,,,,,,N,,,,,,,,
CGCMT17P8,308711008,8,8-009,20171117,,LARKSPUR LANDING HILLSBORO,3133 NORTHEAST SHUTE ROAD,HILLSBORO,OR,97124,,LO,1997,,,124,6,0.02288140,0.02288140,728028.9445,N,,20170423,20200000,,,,,,,,,,,,,,,,,,,20170929,3941273,2074859,1866414,3.1066,20200000,20170423,0.7410,,,,,,,,,,,,,,,,20170929,,,,,,,,,1708763,2.8442,,,,,,,CMSA,,,,,,,N,,,,,,,,
CGCMT17P8,308711008,8,8-010,20171117,,LARKSPUR LANDING RENTON,1701 EAST VALLEY ROAD,RENTON,WA,98057,,LO,1998,,,127,6,0.02265480,0.02265480,720819.0990,N,,20170423,20000000,,,,,,,,,,,,,,,,,,,20170929,4423019,2551966,1871053,3.1455,20000000,20170423,0.8030,,,,,,,,,,,,,,,,20170929,,,,,,,,,1694132,2.8481,,,,,,,CMSA,,,,,,,N,,,,,,,,
